DATA,HORÁRIO,NOME CONDOMÍNIO,UN,HAB/Un,RSU TOTAL (kg),RSU RECICLAVEL (kg),ORGÂNICO,CEP,RECICLABILIDADE,RESÍDUO PREDOMINANTE,QUANTIDADE (toneladas),TAXA DE APROVEITAMENTO (%),CUSTO DA COLETA (R$),TEMPO DE COLETA (minutos)
05-01-2020,12:00,MAGNUM RESIDENCIAL,584,3,1832.48,711.97,837.13,05085-010,ALTA,Vidro,0.7,75.0,484.18,30.0
05-01-2020,09:45,EDIFÍCIO LINA JARDINS,30,3,1680.41,651.02,921.74,01415-001,BAIXA,Plástico,0.8,80.0,342.16,35.0
05-01-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,520,3,1523.56,605.64,576.43,03978-160,ALTA,Papel,1.2,90.0,462.13,40.0
05-01-2020,14:30,HELLO VILA MARIANA,196,3,1800.77,688.09,1002.29,04101-000,BAIXA,Orgânico,1.0,85.0,649.07,35.0
05-01-2020,08:30,RESIDENCIAL TIETÊ,228,3,1729.35,666.91,1161.18,03026-000,BAIXA,Vidro,0.6,70.0,380.79,30.0
05-01-2020,09:15,EASY CIDADE UNIVERSITÁRIA,330,3,1868.19,731.45,1071.32,05366-000,BAIXA,Plástico,0.5,70.0,439.95,25.0
05-01-2020,10:00,NURBAN PINHEIROS,103,3,1701.72,648.19,1081.26,05423-010,BAIXA,Vidro,0.7,75.0,570.65,30.0
05-01-2020,11:45,UPPER SÃO CAETANO,124,3,1613.85,621.48,926.85,09530-001,BAIXA,Papel,0.6,70.0,454.4,25.0
05-01-2020,14:00,BE URBAN METRÔ BROOKLIN,203,3,1840.69,722.95,622.51,04705-000,BAIXA,Orgânico,0.9,80.0,303.26,35.0
05-01-2020,13:30,PÁTIO MONDRIAN,137,3,1780.55,695.02,617.5,04793-100,ALTA,Papelão,0.8,75.0,333.09,30.0
05-01-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,300,3,1607.82,615.28,734.55,06278-080,ALTA,Vidro,0.6,70.0,404.16,25.0
05-01-2020,08:45,PORTAL DAS NAÇÕES,192,3,1772.15,703.89,611.76,06223-080,BAIXA,Orgânico,0.5,65.0,372.34,30.0
05-01-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,288,3,1639.41,627.68,820.29,06765-220,BAIXA,Vidro,0.8,75.0,490.99,30.0
05-01-2020,12:45,SPAZIO IBIRAPUERA,288,3,1738.05,676.41,958.01,04022-020,BAIXA,Vidro,0.7,70.0,538.88,30.0
05-01-2020,14:15,SPAZIO INTERLAGOS,288,3,1599.83,605.47,597.22,04822-090,ALTA,Plástico,1.1,85.0,387.25,35.0
05-01-2020,13:00,SPAZIO PINHEIROS,288,3,1865.92,723.09,639.07,04561-010,BAIXA,Orgânico,0.9,75.0,485.08,30.0
05-01-2020,09:30,RECANTO DOS PÁSSAROS,263,3,1806.24,708.85,952.07,03193-005,BAIXA,Papelão,0.7,70.0,326.4,30.0
05-01-2020,11:15,PAÇO DAS FLORES,92,3,1578.64,596.78,956.63,04826-190,BAIXA,Vidro,0.4,60.0,310.63,25.0
05-01-2020,10:45,PROVENCE APPARTAMENTS,84,3,1827.31,710.69,943.57,04543-010,BAIXA,Plástico,0.7,75.0,489.57,30.0
06-01-2020,08:30,FLEX I,537,3,1672.56,678.91,884.83,04538-132,BAIXA,Vidro,1.1,87.0,507.36,43.0
06-01-2020,09:15,FLEX III,537,3,1645.27,670.12,997.63,04538-133,BAIXA,Orgânico,0.6,53.0,284.82,23.0
06-01-2020,10:00,ALTOS DO BUTANTÃ,432,3,1309.84,531.6,867.72,05359-001,BAIXA,Papel,1.4,92.0,502.04,35.0
06-01-2020,08:00,EASY LIFE,257,3,775.92,315.41,413.15,06764-170,BAIXA,Plástico,0.8,78.0,492.76,30.0
06-01-2020,11:30,CONDOMINIO BANDEIRANTES,609,3,1832.18,744.93,663.24,06705-300,ALTA,Papelão,0.9,83.0,342.45,40.0
06-01-2020,14:45,SKY HOUSE,230,3,694.19,282.35,216.45,03141-060,BAIXA,Orgânico,0.9,82.0,292.8,30.0
06-01-2020,10:30,PLAZA MAYOR,358,3,1077.79,437.71,592.29,05303-020,BAIXA,Papel,1.5,93.0,398.41,40.0
06-01-2020,13:15,MAXI PIRITUBA,223,3,669.78,271.89,210.54,02936-001,ALTA,Vidro,0.6,70.0,283.12,20.0
06-01-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),16,3,48.29,19.62,23.02,04543-011,ALTA,Papel,1.2,89.0,314.98,35.0
06-01-2020,14:00,LED BARRA FUNDA,551,3,1658.74,673.99,569.03,01136-000,ALTA,Plástico,0.9,82.0,433.4,35.0
06-01-2020,13:30,CIDADE VIVA OFFICES,459,3,1382.36,561.72,798.34,03317-000,BAIXA,Orgânico,1.1,87.0,429.82,40.0
06-01-2020,15:30,BRISA DA MATA,159,3,480.16,194.94,307.69,08122-600,BAIXA,Papel,0.7,73.0,272.25,28.0
06-01-2020,11:00,FIT BOSQUE ITAQUERA,257,3,774.48,314.12,439.04,08260-000,BAIXA,Plástico,1.0,85.0,422.26,30.0
06-01-2020,12:45,TORRE DE TAVORA,40,3,121.29,49.29,43.39,04075-010,BAIXA,Orgânico,0.3,55.0,163.02,18.0
06-01-2020,14:30,VIDA BELA,960,3,2887.52,1172.73,1469.23,03118-001,BAIXA,Plástico,1.3,89.0,631.11,40.0
06-01-2020,12:15,EDÍFICIO PAULICEIA E SÃO CARLOS DO PINHAL,240,3,720.47,292.6,390.2,01310-300,BAIXA,Vidro,0.5,65.0,243.84,23.0
06-01-2020,13:45,VARANDA BOTANIC,138,3,415.41,168.53,212.39,05543-060,BAIXA,Papelão,0.5,65.0,238.15,20.0
06-01-2020,15:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,144,3,433.41,175.91,297.16,04038-001,BAIXA,Plástico,1.2,89.0,366.43,35.0
06-01-2020,10:45,CONDOMÍNIO PATEO ANDALUZ,199,3,599.28,243.57,218.78,04054-011,BAIXA,Orgânico,0.8,78.0,277.46,35.0
06-01-2020,14:15,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,216,3,652.82,265.16,269.73,06038-310,ALTA,Papel,1.4,92.0,359.95,40.0
06-01-2020,09:00,INNOVA III & IV,282,3,1821.39,709.16,1112.28,04211-320,BAIXA,Vidro,0.9,70.0,468.5,35.0
06-01-2020,12:00,MAGNUM RESIDENCIAL,584,3,1765.23,690.45,922.26,05085-010,BAIXA,Papel,0.7,75.0,373.04,30.0
06-01-2020,09:45,EDIFÍCIO LINA JARDINS,30,3,1690.73,642.18,953.22,01415-001,BAIXA,Plástico,0.8,80.0,563.84,35.0
06-01-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,520,3,1560.98,605.93,882.86,03978-160,BAIXA,Vidro,1.2,90.0,370.38,40.0
06-01-2020,14:30,HELLO VILA MARIANA,196,3,1853.16,706.28,1141.11,04101-000,BAIXA,Orgânico,1.0,85.0,454.64,35.0
06-01-2020,08:30,RESIDENCIAL TIETÊ,228,3,1712.55,657.62,891.84,03026-000,BAIXA,Papel,0.6,70.0,491.8,30.0
06-01-2020,09:15,EASY CIDADE UNIVERSITÁRIA,330,3,1891.23,719.85,954.78,05366-000,BAIXA,Plástico,0.5,70.0,514.11,25.0
06-01-2020,10:00,NURBAN PINHEIROS,103,3,1759.09,664.93,880.99,05423-010,BAIXA,Vidro,0.7,75.0,409.77,30.0
06-01-2020,11:45,UPPER SÃO CAETANO,124,3,1668.74,632.11,922.52,09530-001,BAIXA,Orgânico,0.6,70.0,347.73,25.0
06-01-2020,14:00,BE URBAN METRÔ BROOKLIN,203,3,1880.92,718.23,1251.8,04705-000,BAIXA,Papel,0.9,80.0,476.51,35.0
06-01-2020,13:30,PÁTIO MONDRIAN,137,3,1782.41,691.76,900.15,04793-100,BAIXA,Plástico,0.8,75.0,421.65,30.0
06-01-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,300,3,1652.19,624.82,1079.83,06278-080,BAIXA,Vidro,0.6,70.0,400.37,25.0
06-01-2020,08:45,PORTAL DAS NAÇÕES,192,3,1827.62,696.55,617.67,06223-080,ALTA,Papelão,0.5,65.0,275.79,30.0
06-01-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,288,3,1605.72,607.89,780.54,06765-220,BAIXA,Orgânico,0.8,75.0,358.68,30.0
06-01-2020,12:45,SPAZIO IBIRAPUERA,288,3,1831.07,711.23,657.48,04022-020,ALTA,Plástico,0.7,70.0,316.92,30.0
06-01-2020,14:15,SPAZIO INTERLAGOS,288,3,1697.84,651.57,534.48,04822-090,ALTA,Vidro,1.1,85.0,319.53,35.0
06-01-2020,13:00,SPAZIO PINHEIROS,288,3,1862.7,716.94,1062.19,04561-010,BAIXA,Orgânico,0.9,75.0,370.07,30.0
06-01-2020,09:30,RECANTO DOS PÁSSAROS,263,3,1826.86,708.57,1112.13,03193-005,BAIXA,Papelão,0.7,70.0,538.45,30.0
06-01-2020,11:15,PAÇO DAS FLORES,92,3,1647.28,616.12,978.57,04826-190,BAIXA,Vidro,0.4,60.0,479.78,25.0
06-01-2020,10:45,PROVENCE APPARTAMENTS,84,3,1870.29,720.16,1246.63,04543-010,BAIXA,Plástico,0.7,75.0,696.03,30.0
07-01-2020,08:30,FLEX I,537,3,1672.56,678.91,540.83,04538-132,BAIXA,Orgânico,0.7,73.0,388.12,28.0
07-01-2020,09:15,FLEX III,537,3,1645.27,670.12,606.11,04538-133,ALTA,Vidro,0.9,82.0,478.68,33.0
07-01-2020,10:00,ALTOS DO BUTANTÃ,432,3,1309.84,531.6,643.57,05359-001,ALTA,Papelão,1.1,87.0,506.92,38.0
07-01-2020,08:00,EASY LIFE,257,3,775.92,315.41,409.58,06764-170,BAIXA,Plástico,0.7,73.0,364.22,28.0
07-01-2020,11:30,CONDOMINIO BANDEIRANTES,609,3,1832.18,744.93,889.28,06705-300,ALTA,Papel,1.3,89.0,486.64,43.0
07-01-2020,14:45,SKY HOUSE,230,3,694.19,282.35,377.22,03141-060,BAIXA,Plástico,0.8,78.0,271.18,30.0
07-01-2020,10:30,PLAZA MAYOR,358,3,1077.79,437.71,346.21,05303-020,BAIXA,Orgânico,1.2,89.0,373.16,40.0
07-01-2020,13:15,MAXI PIRITUBA,223,3,669.78,271.89,463.58,02936-001,BAIXA,Papel,0.8,78.0,359.57,30.0
07-01-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),16,3,48.29,19.62,23.27,04543-011,ALTA,Vidro,0.5,65.0,182.91,20.0
07-01-2020,14:00,LED BARRA FUNDA,551,3,1658.74,673.99,699.82,01136-000,ALTA,Plástico,0.9,82.0,369.66,30.0
07-01-2020,13:30,CIDADE VIVA OFFICES,459,3,1382.36,561.72,843.12,03317-000,BAIXA,Orgânico,1.3,89.0,606.27,40.0
07-01-2020,15:30,BRISA DA MATA,159,3,480.16,194.94,184.65,08122-600,ALTA,Papelão,0.6,70.0,234.22,23.0
07-01-2020,11:00,FIT BOSQUE ITAQUERA,257,3,774.48,314.12,465.7,08260-000,BAIXA,Plástico,0.8,78.0,346.16,30.0
07-01-2020,12:45,TORRE DE TAVORA,40,3,121.29,49.29,77.35,04075-010,BAIXA,Orgânico,0.4,75.0,208.73,25.0
07-01-2020,14:30,VIDA BELA,960,3,2887.52,1172.73,1515.61,03118-001,BAIXA,Plástico,1.1,87.0,839.69,38.0
07-01-2020,12:15,EDÍFICIO PAULICEIA E SÃO CARLOS DO PINHAL,240,3,720.47,292.6,411.61,01310-300,BAIXA,Vidro,0.6,70.0,312.54,20.0
07-01-2020,13:45,VARANDA BOTANIC,138,3,415.41,168.53,283.29,05543-060,BAIXA,Papelão,0.6,70.0,272.24,20.0
07-01-2020,15:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,144,3,433.41,175.91,250.76,04038-001,BAIXA,Plástico,1.3,89.0,404.68,38.0
07-01-2020,10:45,CONDOMÍNIO PATEO ANDALUZ,199,3,599.28,243.57,341.1,04054-011,BAIXA,Orgânico,0.7,73.0,307.55,28.0
07-01-2020,14:15,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,216,3,652.82,265.16,369.79,06038-310,BAIXA,Papel,1.5,93.0,363.48,45.0
07-01-2020,09:00,INNOVA III & IV,282,3,1702.14,657.91,598.9,04211-320,BAIXA,Orgânico,0.9,70.0,342.1,35.0
07-01-2020,12:00,MAGNUM RESIDENCIAL,584,3,1803.27,700.56,773.03,05085-010,ALTA,Papel,0.7,75.0,478.93,30.0
07-01-2020,09:45,EDIFÍCIO LINA JARDINS,30,3,1682.36,625.29,938.08,01415-001,BAIXA,Vidro,0.8,80.0,564.74,35.0
07-01-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,520,3,1556.92,602.84,653.58,03978-160,ALTA,Plástico,1.2,90.0,518.16,40.0
07-01-2020,14:30,HELLO VILA MARIANA,196,3,1820.43,697.32,682.95,04101-000,BAIXA,Orgânico,1.0,85.0,445.06,35.0
07-01-2020,08:30,RESIDENCIAL TIETÊ,228,3,1685.72,643.81,757.32,03026-000,ALTA,Papel,0.6,70.0,487.38,30.0
07-01-2020,09:15,EASY CIDADE UNIVERSITÁRIA,330,3,1868.94,721.05,1262.37,05366-000,BAIXA,Vidro,0.5,70.0,327.03,25.0
07-01-2020,10:00,NURBAN PINHEIROS,103,3,1760.98,675.76,609.21,05423-010,ALTA,Plástico,0.7,75.0,290.09,30.0
07-01-2020,11:45,UPPER SÃO CAETANO,124,3,1652.89,623.27,1153.22,09530-001,BAIXA,Vidro,0.6,70.0,537.23,25.0
07-01-2020,14:00,BE URBAN METRÔ BROOKLIN,203,3,1845.57,718.37,640.18,04705-000,ALTA,Papel,0.9,80.0,438.66,35.0
07-01-2020,13:30,PÁTIO MONDRIAN,137,3,1780.16,685.29,1211.17,04793-100,BAIXA,Plástico,0.8,75.0,505.16,30.0
07-01-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,300,3,1659.29,624.87,904.97,06278-080,BAIXA,Orgânico,0.6,70.0,328.57,25.0
07-01-2020,08:45,PORTAL DAS NAÇÕES,192,3,1813.55,695.09,1098.73,06223-080,BAIXA,Papelão,0.5,65.0,557.46,30.0
07-01-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,288,3,1605.72,607.89,777.05,06765-220,BAIXA,Orgânico,0.8,75.0,401.72,30.0
07-01-2020,12:45,SPAZIO IBIRAPUERA,288,3,1831.07,711.23,709.56,04022-020,ALTA,Plástico,0.7,70.0,338.36,30.0
07-01-2020,14:15,SPAZIO INTERLAGOS,288,3,1697.84,651.57,1029.65,04822-090,BAIXA,Vidro,1.1,85.0,662.76,35.0
07-01-2020,13:00,SPAZIO PINHEIROS,288,3,1862.7,716.94,1015.34,04561-010,BAIXA,Orgânico,0.9,75.0,596.18,30.0
07-01-2020,09:30,RECANTO DOS PÁSSAROS,263,3,1826.86,708.57,850.45,03193-005,ALTA,Papelão,0.7,70.0,421.37,30.0
07-01-2020,11:15,PAÇO DAS FLORES,92,3,1647.28,616.12,799.01,04826-190,ALTA,Vidro,0.4,60.0,670.23,25.0
07-01-2020,10:45,PROVENCE APPARTAMENTS,84,3,1870.29,720.16,1234.56,04543-010,BAIXA,Plástico,0.7,75.0,666.95,30.0
08-01-2020,08:30,FLEX I,503,3,1565.31,635.2,662.74,04538-132,ALTA,Papelão,0.8,77.0,446.85,35.0
08-01-2020,09:15,FLEX III,516,3,1569.92,637.51,988.33,04538-133,BAIXA,Plástico,0.9,80.0,435.56,38.0
08-01-2020,10:00,ALTOS DO BUTANTÃ,479,3,1451.59,589.86,899.17,05359-001,BAIXA,Vidro,1.2,85.0,371.89,40.0
08-01-2020,08:00,EASY LIFE,245,3,743.85,302.16,393.96,06764-170,BAIXA,Orgânico,0.6,70.0,287.77,25.0
08-01-2020,11:30,CONDOMINIO BANDEIRANTES,591,3,1774.29,721.31,885.01,06705-300,ALTA,Papel,1.5,93.0,507.16,45.0
08-01-2020,14:45,SKY HOUSE,187,3,568.31,231.0,352.19,03141-060,BAIXA,Papelão,0.7,73.0,291.37,30.0
08-01-2020,10:30,PLAZA MAYOR,378,3,1144.19,464.87,747.37,05303-020,BAIXA,Plástico,1.1,87.0,491.0,43.0
08-01-2020,13:15,MAXI PIRITUBA,206,3,619.8,252.12,388.56,02936-001,BAIXA,Vidro,0.9,82.0,395.39,35.0
08-01-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),33,3,98.56,40.05,32.53,04543-011,BAIXA,Orgânico,0.5,65.0,184.6,20.0
08-01-2020,14:00,LED BARRA FUNDA,553,3,1659.78,674.54,513.26,01136-000,ALTA,Papel,1.2,89.0,477.48,40.0
08-01-2020,13:30,CIDADE VIVA OFFICES,424,3,1274.8,518.76,819.95,03317-000,BAIXA,Plástico,0.8,77.0,224.33,33.0
08-01-2020,15:30,BRISA DA MATA,165,3,496.85,202.07,255.53,08122-600,BAIXA,Vidro,0.3,75.0,241.56,18.0
08-01-2020,11:00,FIT BOSQUE ITAQUERA,262,3,788.47,320.45,455.48,08260-000,BAIXA,Orgânico,1.0,85.0,397.27,40.0
08-01-2020,12:45,TORRE DE TAVORA,47,3,142.67,58.03,92.92,04075-010,BAIXA,Papel,0.7,73.0,222.13,28.0
08-01-2020,08:30,VIDA BELA,923,3,2774.26,1127.8,1318.34,03118-001,ALTA,Papelão,1.3,91.0,542.58,40.0
08-01-2020,09:15,EDÍFICIO PAULICEIA E SÃO CARLOS DO PINHAL,211,3,637.26,259.21,207.77,01310-300,ALTA,Plástico,0.8,77.0,299.14,35.0
08-01-2020,10:00,VARANDA BOTANIC,151,3,452.44,183.94,199.35,05543-060,BAIXA,Orgânico,0.3,75.0,218.21,15.0
08-01-2020,08:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,187,3,561.38,228.03,362.4,04038-001,BAIXA,Vidro,1.1,87.0,427.52,38.0
08-01-2020,11:30,CONDOMÍNIO PATEO ANDALUZ,234,3,704.21,286.0,237.82,04054-011,ALTA,Papel,0.9,82.0,304.47,35.0
08-01-2020,14:45,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,289,3,868.53,353.26,363.08,06038-310,ALTA,Papelão,1.4,92.0,365.35,45.0
08-01-2020,09:00,INNOVA III & IV,282,3,1776.29,687.11,604.65,04211-320,BAIXA,Orgânico,0.9,70.0,443.21,35.0
08-01-2020,12:00,MAGNUM RESIDENCIAL,584,3,1852.1,721.49,1170.55,05085-010,BAIXA,Papel,0.7,75.0,624.38,30.0
08-01-2020,09:45,EDIFÍCIO LINA JARDINS,30,3,1626.47,636.93,614.53,01415-001,ALTA,Vidro,0.8,80.0,331.22,35.0
08-01-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,520,3,1649.81,625.76,804.64,03978-160,ALTA,Plástico,1.2,90.0,557.37,40.0
08-01-2020,14:30,HELLO VILA MARIANA,196,3,1853.89,728.62,866.98,04101-000,BAIXA,Orgânico,1.0,85.0,402.18,35.0
08-01-2020,08:30,RESIDENCIAL TIETÊ,228,3,1692.09,659.28,1124.0,03026-000,BAIXA,Papel,0.6,70.0,587.54,30.0
08-01-2020,09:15,EASY CIDADE UNIVERSITÁRIA,330,3,1824.8,694.1,1207.62,05366-000,BAIXA,Vidro,0.5,70.0,652.75,25.0
08-01-2020,10:00,NURBAN PINHEIROS,103,3,1759.69,668.02,1027.09,05423-010,BAIXA,Vidro,0.7,75.0,520.75,30.0
08-01-2020,11:45,UPPER SÃO CAETANO,124,3,1674.73,639.67,574.8,09530-001,ALTA,Papel,0.6,70.0,397.33,25.0
08-01-2020,14:00,BE URBAN METRÔ BROOKLIN,203,3,1819.89,703.29,1272.52,04705-000,BAIXA,Vidro,0.9,80.0,560.08,35.0
08-01-2020,13:30,PÁTIO MONDRIAN,137,3,1767.53,682.89,900.12,04793-100,BAIXA,Plástico,0.8,75.0,400.54,30.0
08-01-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,300,3,1610.95,618.29,670.36,06278-080,ALTA,Papelão,0.6,70.0,327.39,25.0
08-01-2020,08:45,PORTAL DAS NAÇÕES,192,3,1851.27,703.9,1010.06,06223-080,BAIXA,Orgânico,0.5,65.0,357.84,30.0
08-01-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,288,3,1793.64,695.87,659.93,06765-220,ALTA,Papel,0.8,75.0,428.68,30.0
08-01-2020,12:45,SPAZIO IBIRAPUERA,288,3,1630.43,616.5,595.74,04022-020,ALTA,Vidro,0.7,70.0,359.86,30.0
08-01-2020,14:15,SPAZIO INTERLAGOS,288,3,1776.98,692.74,862.29,04822-090,ALTA,Plástico,1.1,85.0,399.43,35.0
08-01-2020,13:00,SPAZIO PINHEIROS,288,3,1868.2,713.68,678.83,04561-010,BAIXA,Orgânico,0.9,75.0,421.25,30.0
08-01-2020,09:30,RECANTO DOS PÁSSAROS,263,3,1709.86,662.23,677.28,03193-005,ALTA,Papelão,0.7,70.0,423.23,30.0
08-01-2020,11:15,PAÇO DAS FLORES,92,3,1643.74,628.14,1146.05,04826-190,BAIXA,Vidro,0.4,60.0,334.4,25.0
08-01-2020,10:45,PROVENCE APPARTAMENTS,84,3,1815.29,698.22,739.18,04543-010,ALTA,Plástico,0.7,75.0,286.21,30.0
09-01-2020,08:30,FLEX I,530,3,1634.8,664.8,664.37,04538-132,ALTA,Papelão,0.9,80.0,324.52,40.0
09-01-2020,09:15,FLEX III,507,3,1540.09,625.7,974.18,04538-133,BAIXA,Plástico,0.7,73.0,396.5,30.0
09-01-2020,10:00,ALTOS DO BUTANTÃ,495,3,1498.35,608.38,569.7,05359-001,ALTA,Vidro,1.3,91.0,498.3,40.0
09-01-2020,08:00,EASY LIFE,256,3,775.07,315.23,366.31,06764-170,BAIXA,Orgânico,0.8,77.0,344.26,33.0
09-01-2020,11:30,CONDOMINIO BANDEIRANTES,629,3,1893.49,770.15,941.96,06705-300,ALTA,Papel,1.6,95.0,593.67,48.0
09-01-2020,14:45,SKY HOUSE,204,3,618.14,251.38,323.54,03141-060,BAIXA,Papelão,0.8,77.0,338.57,35.0
09-01-2020,10:30,PLAZA MAYOR,393,3,1187.17,482.63,425.04,05303-020,ALTA,Plástico,1.0,85.0,361.61,40.0
09-01-2020,13:15,MAXI PIRITUBA,221,3,665.33,270.59,392.97,02936-001,BAIXA,Vidro,0.8,77.0,391.1,33.0
09-01-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),36,3,105.26,42.8,54.37,04543-011,BAIXA,Orgânico,0.4,67.0,200.77,20.0
09-01-2020,14:00,LED BARRA FUNDA,586,3,1776.62,722.37,727.96,01136-000,ALTA,Papel,1.4,92.0,589.49,48.0
09-01-2020,13:30,CIDADE VIVA OFFICES,435,3,1310.1,532.35,884.05,03317-000,BAIXA,Plástico,0.9,82.0,583.64,35.0
09-01-2020,15:30,BRISA DA MATA,184,3,548.91,223.15,293.69,08122-600,BAIXA,Vidro,0.4,67.0,278.71,18.0
09-01-2020,11:00,FIT BOSQUE ITAQUERA,277,3,827.33,336.47,439.11,08260-000,BAIXA,Orgânico,1.2,89.0,474.83,40.0
09-01-2020,12:45,TORRE DE TAVORA,51,3,154.95,63.05,53.44,04075-010,ALTA,Papel,0.7,73.0,224.11,28.0
09-01-2020,08:30,VIDA BELA,948,3,2850.4,1159.69,1742.12,03118-001,BAIXA,Papelão,1.5,93.0,1008.68,45.0
09-01-2020,09:15,EDÍFICIO PAULICEIA E SÃO CARLOS DO PINHAL,197,3,590.19,240.09,202.71,01310-300,ALTA,Plástico,0.8,77.0,274.55,35.0
09-01-2020,10:00,VARANDA BOTANIC,143,3,431.01,175.36,152.0,05543-060,BAIXA,Orgânico,0.2,60.0,188.77,10.0
09-01-2020,08:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,207,3,623.0,253.42,394.74,04038-001,BAIXA,Vidro,1.3,91.0,432.92,40.0
09-01-2020,11:30,CONDOMÍNIO PATEO ANDALUZ,248,3,748.61,304.25,362.7,04054-011,ALTA,Papel,1.0,85.0,405.21,40.0
09-01-2020,14:45,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,310,3,935.29,380.16,414.6,06038-310,ALTA,Papelão,1.2,89.0,463.21,40.0
09-01-2020,09:00,INNOVA III & IV,282,3,1758.29,687.11,1138.16,04211-320,BAIXA,Orgânico,0.9,70.0,345.13,35.0
09-01-2020,12:00,MAGNUM RESIDENCIAL,584,3,1812.1,721.49,996.55,05085-010,BAIXA,Papel,0.7,75.0,310.19,30.0
09-01-2020,09:45,EDIFÍCIO LINA JARDINS,30,3,1689.47,636.93,1065.95,01415-001,BAIXA,Vidro,0.8,80.0,612.56,35.0
09-01-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,520,3,1669.81,625.76,684.06,03978-160,ALTA,Plástico,1.2,90.0,424.15,40.0
09-01-2020,14:30,HELLO VILA MARIANA,196,3,1848.89,728.62,828.01,04101-000,BAIXA,Orgânico,1.0,85.0,375.91,35.0
09-01-2020,08:30,RESIDENCIAL TIETÊ,228,3,1712.09,659.28,799.96,03026-000,ALTA,Papel,0.6,70.0,301.39,30.0
09-01-2020,09:15,EASY CIDADE UNIVERSITÁRIA,330,3,1794.8,694.1,851.37,05366-000,ALTA,Vidro,0.5,70.0,344.07,25.0
09-01-2020,10:00,NURBAN PINHEIROS,103,3,1745.69,668.02,852.82,05423-010,ALTA,Vidro,0.7,75.0,502.69,30.0
09-01-2020,11:45,UPPER SÃO CAETANO,124,3,1684.73,639.67,820.85,09530-001,ALTA,Papel,0.6,70.0,348.66,25.0
09-01-2020,14:00,BE URBAN METRÔ BROOKLIN,203,3,1821.89,703.29,1213.27,04705-000,BAIXA,Vidro,0.9,80.0,406.21,35.0
09-01-2020,13:30,PÁTIO MONDRIAN,137,3,1763.53,682.89,693.66,04793-100,ALTA,Plástico,0.8,75.0,435.47,30.0
09-01-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,300,3,1606.95,618.29,637.42,06278-080,ALTA,Papelão,0.6,70.0,420.11,25.0
09-01-2020,08:45,PORTAL DAS NAÇÕES,192,3,1823.27,703.9,906.95,06223-080,BAIXA,Orgânico,0.5,65.0,394.88,30.0
09-01-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,288,3,1721.51,656.68,957.86,06765-220,BAIXA,Papel,0.8,75.0,474.89,30.0
09-01-2020,12:45,SPAZIO IBIRAPUERA,288,3,1778.29,694.82,630.7,04022-020,ALTA,Vidro,0.7,70.0,300.31,30.0
09-01-2020,14:15,SPAZIO INTERLAGOS,288,3,1632.48,620.43,715.37,04822-090,ALTA,Plástico,1.1,85.0,332.84,35.0
09-01-2020,13:00,SPAZIO PINHEIROS,288,3,1834.2,713.47,552.47,04561-010,BAIXA,Orgânico,0.9,75.0,323.21,30.0
09-01-2020,09:30,RECANTO DOS PÁSSAROS,263,3,1722.39,670.56,523.14,03193-005,ALTA,Papelão,0.7,70.0,317.13,30.0
09-01-2020,11:15,PAÇO DAS FLORES,92,3,1643.74,628.14,589.71,04826-190,ALTA,Vidro,0.4,60.0,256.76,25.0
09-01-2020,10:45,PROVENCE APPARTAMENTS,84,3,1807.23,699.54,970.43,04543-010,BAIXA,Plástico,0.7,75.0,583.55,30.0
10-01-2020,08:30,FLEX I,527,3,1581.0,642.57,555.31,04538-132,ALTA,Papel,0.8,80.0,453.85,30.0
10-01-2020,09:15,FLEX III,527,3,1581.0,642.57,569.18,04538-133,ALTA,Plástico,0.6,70.0,280.86,25.0
10-01-2020,10:00,ALTOS DO BUTANTÃ,399,3,1197.0,486.27,503.55,05359-001,BAIXA,Orgânico,1.2,90.0,449.49,35.0
